Job_Title,Average_Salary,Years_Experience,Education_Level,AI_Exposure_Index,Tech_Growth_Factor,Automation_Probability_2030,Risk_Category,Skill_1,Skill_2,Skill_3,Skill_4,Skill_5,Skill_6,Skill_7,Skill_8,Skill_9,Skill_10,Risk_Simple,Risk_Score_100,High_Risk_Flag,Skill_Intensity
Research Scientist,53567,28,Bachelor's,0.84,0.79,0.16,Low,0.27,0.79,0.57,0.66,0.25,0.22,0.49,0.74,0.53,0.03,Bajo,16.0,0,0.455
Lawyer,121170,16,Bachelor's,0.06,1.46,0.31,Medium,0.69,0.08,0.91,0.46,0.14,0.34,0.16,0.17,0.95,0.45,Bajo,31.0,0,0.435
AI Engineer,91944,28,Bachelor's,0.64,1.18,0.08,Low,0.23,0.79,0.97,0.26,0.27,0.47,0.98,0.27,0.41,0.89,Bajo,8.0,0,0.554
Security Guard,123905,16,Bachelor's,0.04,1.1,0.93,High,0.24,0.47,0.45,0.47,0.62,0.47,0.45,0.47,0.59,0.54,Alto,93.0,1,0.477
Teacher,73056,13,Master's,0.05,1.33,0.26,Low,0.28,0.46,0.44,0.22,0.4,0.04,0.28,0.82,0.28,0.82,Bajo,26.0,0,0.404
Truck Driver,89156,18,Master's,0.88,1.07,0.71,High,0.68,0.04,0.45,0.93,0.17,0.39,0.73,0.88,0.67,0.26,Alto,71.0,1,0.52
Marketing Manager,102124,15,PhD,0.3,1.22,0.68,Medium,0.72,0.86,0.0,0.72,0.83,0.04,0.87,0.26,0.67,0.8,Alto,68.0,0,0.577
Doctor,54995,17,PhD,0.09,1.1,0.19,Low,0.9,0.4,0.32,0.75,0.41,0.65,0.65,0.89,0.6,0.5,Bajo,19.0,0,0.607
Mechanic,100194,21,High School,0.12,0.65,0.37,Medium,0.64,0.74,0.53,0.83,0.99,0.82,0.69,0.53,0.45,0.08,Medio,37.0,0,0.63
Lawyer,97534,25,High School,0.91,1.31,0.39,Medium,0.47,0.82,0.07,0.39,0.85,0.4,0.08,0.54,0.86,0.59,Medio,39.0,0,0.507
UX Researcher,123547,1,High School,0.38,0.95,0.53,Medium,0.76,0.1,0.89,0.01,0.37,0.03,0.39,0.53,0.51,0.17,Medio,53.0,0,0.376
AI Engineer,111926,3,Bachelor's,0.04,1.26,0.29,Low,0.34,0.52,0.38,0.01,0.39,0.79,0.6,0.1,0.85,0.53,Bajo,29.0,0,0.451
HR Specialist,107487,19,Bachelor's,0.58,1.06,0.34,Medium,0.17,0.97,0.23,0.98,0.53,0.14,0.1,0.21,0.93,0.41,Medio,34.0,0,0.467
HR Specialist,107362,17,Master's,0.31,0.65,0.5,Medium,0.13,0.84,0.37,0.37,0.47,0.44,0.99,0.55,0.09,0.61,Medio,50.0,0,0.486
Financial Analyst,44973,19,Master's,0.03,1.47,0.61,Medium,0.98,0.48,0.53,0.17,0.25,0.84,0.36,0.83,0.71,0.18,Medio,61.0,0,0.533
Research Scientist,30340,13,Master's,0.68,0.74,0.26,Low,0.54,0.17,0.58,1.0,0.15,0.82,0.21,0.78,0.73,0.3,Bajo,26.0,0,0.528
Doctor,104965,24,Bachelor's,0.79,0.96,0.23,Low,0.15,0.85,0.71,0.91,0.13,0.59,0.6,0.35,0.46,0.04,Bajo,23.0,0,0.479
Truck Driver,74789,10,Master's,0.55,0.56,0.87,High,0.47,0.03,0.97,0.95,0.51,0.09,0.75,0.49,0.3,0.49,Alto,87.0,1,0.505
Security Guard,88954,0,High School,0.56,0.94,0.85,High,0.92,0.36,0.73,0.89,0.46,0.44,0.6,0.59,0.81,0.48,Alto,85.0,1,0.628
Teacher,78456,7,PhD,0.85,0.94,0.26,Low,0.89,0.06,0.88,0.45,0.51,0.63,0.93,0.02,0.48,0.69,Bajo,26.0,0,0.554
Financial Analyst,116698,2,High School,0.69,0.63,0.42,Medium,0.36,0.8,0.28,0.21,0.96,0.01,1.0,0.68,0.83,0.29,Medio,42.0,0,0.542
Chef,40886,2,High School,0.74,1.33,0.6,Medium,0.14,0.75,0.77,0.66,0.77,0.85,0.61,0.09,0.49,0.08,Medio,60.0,0,0.521
AI Engineer,78511,3,High School,0.41,0.57,0.14,Low,0.11,0.81,0.95,0.07,0.96,0.52,0.3,0.08,0.5,0.79,Bajo,14.0,0,0.509
AI Engineer,136127,5,Master's,0.05,0.57,0.15,Low,0.3,0.23,0.28,0.8,0.93,0.41,0.91,0.32,0.48,0.23,Bajo,15.0,0,0.489
Truck Driver,45592,29,Bachelor's,0.98,1.1,0.79,High,0.65,0.12,0.89,0.5,0.45,0.59,0.62,0.07,0.68,0.24,Alto,79.0,1,0.481
Security Guard,134859,13,Master's,0.82,1.3,0.84,High,0.52,0.14,0.78,0.27,0.5,0.28,0.13,0.63,0.05,0.75,Alto,84.0,1,0.405
Nurse,119678,24,High School,0.0,1.01,0.06,Low,0.28,0.71,0.06,0.84,0.0,0.25,0.74,0.32,0.1,0.36,Bajo,6.0,0,0.366
UX Researcher,62402,8,Master's,0.84,0.81,0.62,Medium,0.89,0.43,0.91,0.38,0.96,0.09,0.69,0.49,0.39,0.63,Medio,62.0,0,0.586
Mechanic,53478,9,Bachelor's,0.14,0.75,0.65,Medium,0.18,0.28,0.13,0.68,0.94,0.27,0.48,0.63,1.0,0.1,Medio,65.0,0,0.469
Lawyer,52005,15,Bachelor's,0.39,1.37,0.49,Medium,0.11,0.63,0.77,0.0,0.86,0.19,0.55,0.42,0.72,0.37,Medio,49.0,0,0.462
Security Guard,82389,10,Bachelor's,0.73,1.15,0.9,High,0.75,0.04,0.39,0.93,0.13,0.74,0.97,0.05,0.68,0.47,Alto,90.0,1,0.515
Chef,84336,3,High School,0.09,0.54,0.57,Medium,0.82,0.78,0.54,0.1,0.69,0.24,0.91,0.84,0.71,0.95,Medio,57.0,0,0.658
Financial Analyst,112594,24,High School,0.74,0.83,0.66,Medium,0.27,0.72,0.88,0.04,0.4,0.76,0.45,0.27,0.22,0.13,Medio,66.0,0,0.414
Security Guard,85243,26,Bachelor's,0.58,0.58,0.8,High,0.37,0.18,0.44,0.33,0.34,0.74,0.22,0.64,0.57,0.57,Alto,80.0,1,0.44
UX Researcher,85668,3,Master's,0.55,1.38,0.57,Medium,0.55,0.83,0.61,0.29,0.21,0.15,0.9,0.71,0.94,0.6,Medio,57.0,0,0.579
Software Engineer,82428,14,Bachelor's,0.06,1.17,0.53,Medium,0.99,0.24,0.53,0.65,0.64,0.56,0.78,0.2,0.73,0.62,Medio,53.0,0,0.594
Data Scientist,107240,25,Bachelor's,0.85,0.82,0.41,Medium,0.98,0.53,0.91,0.16,0.64,0.81,0.95,0.34,0.72,0.54,Medio,41.0,0,0.658
UX Researcher,120270,8,Master's,0.69,1.19,0.67,Medium,0.5,0.23,0.04,0.42,0.3,0.76,0.35,0.95,0.96,0.62,Alto,67.0,0,0.513
AI Engineer,74605,21,Master's,0.76,1.05,0.1,Low,0.46,0.56,0.86,0.48,0.9,0.67,0.14,0.99,0.53,0.39,Bajo,10.0,0,0.598
UX Researcher,140059,5,Bachelor's,0.11,1.14,0.5,Medium,0.41,0.95,0.52,0.22,0.46,0.92,0.18,0.21,0.01,0.01,Medio,50.0,0,0.389
Mechanic,96155,18,Bachelor's,0.73,0.86,0.58,Medium,0.4,0.95,0.97,0.39,0.85,0.77,0.31,0.23,0.46,0.78,Medio,58.0,0,0.611
Construction Worker,131971,23,Master's,0.76,1.36,0.85,High,0.84,0.78,0.38,0.55,0.8,0.05,0.81,0.18,0.51,0.81,Alto,85.0,1,0.571
Teacher,57413,4,High School,0.25,0.9,0.27,Low,0.0,0.9,0.15,0.99,0.95,0.49,0.51,0.48,0.64,0.09,Bajo,27.0,0,0.52
Software Engineer,138125,2,Bachelor's,0.06,0.94,0.41,Medium,0.62,0.99,0.39,0.57,0.42,0.85,0.9,0.88,0.97,0.03,Medio,41.0,0,0.662
HR Specialist,42602,10,PhD,0.75,0.73,0.68,Medium,0.15,0.68,0.22,0.43,0.72,0.56,0.43,0.33,0.84,0.14,Alto,68.0,0,0.45
Research Scientist,110070,14,Master's,0.9,1.35,0.15,Low,0.76,0.82,0.89,0.54,0.2,0.26,0.3,0.59,0.03,0.64,Bajo,15.0,0,0.503
UX Researcher,50954,3,Master's,0.3,1.38,0.48,Medium,0.1,0.83,0.05,0.73,0.77,0.35,0.82,0.52,0.46,0.05,Medio,48.0,0,0.468
Customer Support,118691,22,PhD,0.93,0.89,0.84,High,0.53,0.59,0.06,0.36,0.72,0.2,0.2,0.01,0.44,0.88,Alto,84.0,1,0.399
Lawyer,120453,14,Bachelor's,0.19,0.81,0.59,Medium,0.64,0.42,0.76,0.61,0.9,0.82,0.25,0.27,0.13,0.34,Medio,59.0,0,0.514
Software Engineer,37214,21,PhD,0.41,0.72,0.6,Medium,0.54,0.15,0.38,0.41,0.75,0.02,0.27,0.52,0.27,0.63,Medio,60.0,0,0.394
Research Scientist,139269,24,High School,0.36,1.45,0.21,Low,0.13,0.56,0.78,0.71,0.17,0.97,0.45,0.16,0.18,0.1,Bajo,21.0,0,0.421
Construction Worker,119285,0,PhD,0.12,0.63,0.91,High,0.34,0.03,0.05,0.14,0.21,0.67,0.16,0.12,0.76,0.67,Alto,91.0,1,0.315
Research Scientist,122268,22,Bachelor's,0.55,0.81,0.17,Low,0.51,0.39,0.91,0.02,0.78,0.12,0.8,0.62,0.84,0.1,Bajo,17.0,0,0.509
Customer Support,118791,26,Bachelor's,0.5,1.21,0.83,High,0.54,0.43,0.31,0.48,0.12,0.96,0.71,0.95,0.23,0.88,Alto,83.0,1,0.561
Customer Support,86408,19,High School,0.68,1.13,0.78,High,0.82,0.5,0.07,0.31,0.94,0.85,0.98,0.63,0.25,0.16,Alto,78.0,1,0.551
Financial Analyst,136464,16,PhD,0.02,0.89,0.38,Medium,0.41,0.93,0.43,0.88,0.61,0.25,0.36,0.08,0.33,0.68,Medio,38.0,0,0.496
Graphic Designer,56049,29,Bachelor's,0.37,1.44,0.56,Medium,0.67,0.63,0.2,0.42,0.75,0.1,0.28,0.28,0.43,0.98,Medio,56.0,0,0.474
Graphic Designer,84845,28,PhD,0.98,0.6,0.52,Medium,0.98,0.56,0.19,0.58,0.2,0.52,0.07,0.61,0.52,0.74,Medio,52.0,0,0.497
Graphic Designer,133937,27,Master's,0.55,1.19,0.36,Medium,0.6,0.17,0.93,0.07,0.43,0.7,0.46,0.09,0.55,0.64,Medio,36.0,0,0.464
AI Engineer,143557,2,High School,0.37,1.06,0.16,Low,0.67,0.58,0.53,0.25,0.0,0.17,0.12,0.45,0.61,0.21,Bajo,16.0,0,0.359
Data Scientist,32994,15,PhD,0.01,1.27,0.55,Medium,0.37,0.05,0.63,0.39,0.94,0.54,0.94,0.22,0.73,0.62,Medio,55.0,0,0.543
Truck Driver,54351,5,PhD,0.98,0.6,0.7,Medium,0.43,0.09,0.75,0.91,0.43,0.26,0.43,0.72,0.01,0.59,Alto,70.0,0,0.462
Teacher,74816,10,Master's,0.64,0.74,0.23,Low,0.09,0.2,0.88,0.74,0.01,0.25,0.21,0.27,0.25,0.06,Bajo,23.0,0,0.296
Financial Analyst,103788,17,Bachelor's,0.73,1.11,0.57,Medium,0.08,0.95,0.84,0.81,0.82,0.93,0.54,0.2,0.62,0.74,Medio,57.0,0,0.653
Teacher,40103,26,Bachelor's,0.52,0.57,0.14,Low,0.92,0.58,0.54,0.27,0.37,0.9,0.67,0.79,0.45,0.63,Bajo,14.0,0,0.612
Marketing Manager,34458,26,High School,0.71,0.93,0.48,Medium,0.65,0.94,0.06,0.82,0.29,0.44,0.02,0.3,0.5,0.06,Medio,48.0,0,0.408
Construction Worker,59493,23,Bachelor's,0.93,0.61,0.89,High,0.41,0.66,0.26,0.16,0.16,0.07,0.19,0.66,0.88,0.81,Alto,89.0,1,0.426
Data Scientist,93059,18,High School,0.11,0.79,0.42,Medium,0.25,0.52,0.54,0.36,0.35,0.83,0.79,0.31,0.91,0.95,Medio,42.0,0,0.581
Graphic Designer,121683,13,PhD,0.35,1.01,0.68,Medium,0.88,0.1,0.39,0.55,0.5,0.19,0.86,0.68,0.84,0.86,Alto,68.0,0,0.585
Lawyer,46322,29,PhD,0.44,1.11,0.36,Medium,0.67,0.18,0.69,0.23,0.12,0.17,0.0,0.72,0.73,0.51,Medio,36.0,0,0.402
Software Engineer,100293,21,Bachelor's,0.08,0.52,0.37,Medium,0.89,0.24,0.35,0.11,0.22,0.52,0.61,0.25,0.06,0.39,Medio,37.0,0,0.364
Truck Driver,79298,21,Bachelor's,0.22,1.46,0.85,High,0.56,0.42,0.43,0.54,0.7,0.7,0.17,0.5,0.41,0.87,Alto,85.0,1,0.53
Construction Worker,73937,28,PhD,0.53,0.62,0.85,High,0.12,0.34,0.14,0.69,0.21,0.39,0.9,0.2,0.51,0.42,Alto,85.0,1,0.392
Lawyer,146464,29,High School,0.79,0.57,0.49,Medium,0.56,0.63,0.69,0.25,0.01,0.72,0.54,0.84,0.82,0.84,Medio,49.0,0,0.59
Retail Worker,106274,11,High School,0.33,1.29,0.81,High,0.18,0.85,0.88,0.47,0.08,0.39,0.8,0.9,0.2,0.07,Alto,81.0,1,0.482
Chef,32581,5,PhD,0.39,1.04,0.69,Medium,0.07,0.65,0.07,0.38,0.8,0.43,1.0,0.56,0.32,0.22,Alto,69.0,0,0.45
Truck Driver,142309,13,Master's,0.37,0.57,0.79,High,0.46,0.72,0.66,0.71,0.01,0.22,0.66,0.48,0.01,0.8,Alto,79.0,1,0.473
Marketing Manager,85612,23,High School,0.55,0.57,0.61,Medium,0.58,0.78,0.75,0.8,0.52,0.14,0.67,0.62,0.74,0.17,Medio,61.0,0,0.577
Truck Driver,65710,27,Bachelor's,0.39,0.66,0.76,High,0.61,0.43,0.77,0.85,0.54,0.76,0.31,0.41,0.71,0.39,Alto,76.0,1,0.578
Security Guard,46999,26,Master's,0.19,1.1,0.92,High,0.87,0.72,0.75,0.56,0.58,0.13,0.44,0.45,0.96,0.43,Alto,92.0,1,0.589
Customer Support,142701,5,PhD,0.53,1.14,0.89,High,0.23,0.53,0.83,0.46,0.28,0.65,0.82,0.06,0.78,0.82,Alto,89.0,1,0.546
Teacher,54031,22,PhD,0.98,1.29,0.24,Low,0.75,0.15,0.22,0.46,0.26,0.42,0.89,0.82,0.63,0.86,Bajo,24.0,0,0.546
Software Engineer,115679,5,PhD,0.43,0.7,0.51,Medium,0.74,0.44,0.67,0.09,0.75,0.81,0.71,0.97,0.83,0.9,Medio,51.0,0,0.691
Mechanic,63724,26,PhD,0.81,1.36,0.7,Medium,0.24,0.04,0.41,0.13,0.02,0.36,0.78,0.57,0.31,0.65,Alto,70.0,0,0.351
UX Researcher,131154,21,Master's,0.01,1.26,0.55,Medium,0.76,0.04,0.84,0.62,0.56,0.62,0.86,0.59,0.58,0.99,Medio,55.0,0,0.646
Mechanic,100014,18,Bachelor's,0.44,1.21,0.46,Medium,0.23,0.6,0.93,0.93,0.34,0.53,0.21,1.0,0.98,0.65,Medio,46.0,0,0.64
Nurse,35232,9,High School,0.72,1.09,0.06,Low,0.45,0.67,0.68,0.37,0.94,0.17,0.5,0.69,0.7,0.65,Bajo,6.0,0,0.582
Graphic Designer,114425,21,PhD,0.16,1.14,0.54,Medium,0.18,0.71,0.46,0.67,0.84,0.17,0.02,0.78,0.61,0.7,Medio,54.0,0,0.514
Research Scientist,116795,7,High School,0.8,1.46,0.18,Low,0.49,0.4,0.15,0.57,0.28,0.92,0.58,0.59,0.35,0.05,Bajo,18.0,0,0.438
Customer Support,53559,28,Bachelor's,0.42,0.58,0.85,High,0.88,0.88,0.66,0.21,0.86,0.89,0.2,0.74,0.29,0.8,Alto,85.0,1,0.641
Construction Worker,94418,18,Master's,0.03,1.4,0.86,High,0.97,0.47,0.85,0.06,0.34,0.07,0.98,0.82,0.85,0.94,Alto,86.0,1,0.635
Data Scientist,117954,13,PhD,0.39,0.57,0.38,Medium,0.23,0.47,0.27,0.1,0.17,0.15,0.97,0.76,0.97,0.44,Medio,38.0,0,0.453
Mechanic,105831,22,Master's,0.8,0.83,0.42,Medium,0.23,0.13,0.26,0.36,0.67,0.06,0.21,0.81,0.15,0.34,Medio,42.0,0,0.322
HR Specialist,48814,23,Bachelor's,0.15,0.58,0.49,Medium,0.3,0.56,0.8,0.14,0.58,0.51,0.14,0.62,0.27,0.49,Medio,49.0,0,0.441
Research Scientist,147904,0,High School,0.46,0.81,0.26,Low,0.06,0.42,0.46,0.73,0.57,0.67,0.78,0.86,0.31,0.54,Bajo,26.0,0,0.54
Chef,116694,12,High School,0.99,1.39,0.45,Medium,0.2,0.49,0.74,0.49,0.48,0.84,0.36,0.86,0.41,0.33,Medio,45.0,0,0.52
Security Guard,74739,26,High School,0.76,0.63,0.75,High,0.95,0.18,0.57,0.58,0.49,0.64,0.23,0.55,0.37,0.66,Alto,75.0,1,0.522
AI Engineer,110357,5,High School,0.85,0.67,0.26,Low,0.49,0.41,0.9,0.6,0.58,0.56,0.37,0.79,0.25,0.94,Bajo,26.0,0,0.589
Lawyer,44079,26,High School,0.34,1.23,0.53,Medium,0.34,0.99,0.03,0.25,0.52,0.52,0.59,0.75,0.62,0.6,Medio,53.0,0,0.521
UX Researcher,103648,19,Bachelor's,0.38,0.73,0.41,Medium,0.55,0.2,0.29,0.24,0.95,0.94,0.61,0.92,0.79,0.59,Medio,41.0,0,0.608
UX Researcher,143892,16,Master's,0.77,1.2,0.55,Medium,0.76,0.51,0.7,0.94,0.38,0.71,0.48,0.67,0.76,0.05,Medio,55.0,0,0.596
Data Scientist,135296,7,High School,0.23,1.17,0.49,Medium,0.77,0.12,0.63,0.28,0.85,0.93,1.0,0.8,0.75,0.22,Medio,49.0,0,0.635
Retail Worker,66639,14,Master's,0.47,1.27,0.93,High,0.19,0.92,0.7,0.61,0.2,0.06,0.57,0.65,0.21,0.56,Alto,93.0,1,0.467
Graphic Designer,105476,20,Bachelor's,0.84,1.43,0.45,Medium,0.32,0.75,0.43,0.09,0.28,0.42,0.29,0.33,0.29,0.04,Medio,45.0,0,0.324
UX Researcher,71830,27,Master's,0.6,1.15,0.38,Medium,0.3,0.62,0.6,0.51,0.35,0.91,0.34,0.46,0.68,0.54,Medio,38.0,0,0.531
Software Engineer,129555,22,High School,0.44,1.29,0.41,Medium,0.14,0.31,0.85,0.09,0.99,0.54,0.98,0.94,0.45,0.2,Medio,41.0,0,0.549
HR Specialist,91576,14,PhD,0.16,1.1,0.36,Medium,0.97,0.45,0.5,0.25,0.47,0.66,0.75,0.75,0.58,0.9,Medio,36.0,0,0.628
Data Scientist,137524,2,PhD,0.76,0.56,0.3,Low,0.21,0.66,0.41,0.4,0.88,0.9,0.91,0.31,0.69,0.27,Bajo,30.0,0,0.564
Retail Worker,148360,1,High School,0.18,0.84,0.81,High,0.83,0.12,0.73,0.53,0.29,0.49,0.3,0.6,0.43,0.16,Alto,81.0,1,0.448
Research Scientist,55464,25,PhD,0.55,1.4,0.14,Low,0.73,0.66,0.93,0.82,0.57,0.66,0.9,0.4,0.33,0.01,Bajo,14.0,0,0.601
Data Scientist,85798,10,High School,0.8,0.6,0.53,Medium,0.46,0.12,0.98,0.21,0.07,0.59,0.74,0.03,0.66,0.53,Medio,53.0,0,0.439
Research Scientist,133243,6,Master's,0.17,1.07,0.12,Low,0.94,0.82,0.98,0.26,0.97,0.43,0.35,0.05,0.05,0.69,Bajo,12.0,0,0.554
AI Engineer,84710,21,Bachelor's,0.23,1.11,0.11,Low,0.58,0.36,0.82,0.82,0.48,0.35,0.36,0.81,0.33,0.21,Bajo,11.0,0,0.512
UX Researcher,38848,5,PhD,0.47,0.98,0.64,Medium,0.22,0.38,0.81,0.82,0.38,0.46,0.3,0.93,0.12,0.93,Medio,64.0,0,0.535
Teacher,95942,24,Master's,0.6,1.44,0.13,Low,0.25,0.65,0.62,0.33,0.93,0.84,0.22,0.24,0.51,0.77,Bajo,13.0,0,0.536
Graphic Designer,45086,11,High School,0.69,1.15,0.39,Medium,0.68,0.94,0.05,0.32,0.44,0.9,0.96,0.44,0.75,0.53,Medio,39.0,0,0.601
Doctor,39343,13,PhD,0.28,0.72,0.12,Low,0.56,0.03,0.91,0.16,0.22,0.52,0.71,0.1,0.32,0.97,Bajo,12.0,0,0.45
Marketing Manager,89550,8,Bachelor's,0.31,1.34,0.32,Medium,0.46,0.38,0.32,0.29,0.09,0.31,0.04,0.78,0.4,0.44,Bajo,32.0,0,0.351
Graphic Designer,70317,12,High School,0.66,0.51,0.68,Medium,0.24,0.11,0.77,0.5,0.43,0.25,0.55,0.27,0.9,0.22,Alto,68.0,0,0.424
Financial Analyst,102055,26,Bachelor's,0.56,1.33,0.59,Medium,0.7,0.32,0.23,0.21,0.86,0.82,0.44,0.13,0.38,0.62,Medio,59.0,0,0.471
Data Scientist,145660,26,High School,0.78,1.5,0.38,Medium,0.46,0.43,0.3,0.2,0.07,0.89,0.42,0.5,0.92,0.78,Medio,38.0,0,0.497
Data Scientist,64785,12,High School,0.57,0.94,0.62,Medium,0.72,0.69,0.34,0.8,0.05,0.16,0.34,0.08,0.23,0.83,Medio,62.0,0,0.424
Graphic Designer,70149,12,Master's,0.3,0.76,0.41,Medium,0.28,0.04,0.93,0.21,0.42,0.01,0.86,0.73,0.95,0.78,Medio,41.0,0,0.521
Mechanic,100122,14,PhD,0.25,1.2,0.45,Medium,0.57,0.01,0.06,0.54,0.57,0.75,0.13,0.51,0.19,0.09,Medio,45.0,0,0.342
HR Specialist,46524,29,High School,0.16,0.72,0.43,Medium,0.26,0.09,0.09,0.19,0.05,0.63,0.29,0.28,0.33,0.66,Medio,43.0,0,0.287
Mechanic,82347,28,Master's,0.44,0.83,0.46,Medium,0.53,0.16,0.57,0.81,0.76,0.15,0.15,0.27,0.36,0.41,Medio,46.0,0,0.417
Research Scientist,71743,17,PhD,0.06,0.53,0.15,Low,0.7,0.19,0.64,0.26,0.89,0.9,0.3,0.23,0.41,0.24,Bajo,15.0,0,0.476
HR Specialist,118302,14,High School,0.83,1.17,0.63,Medium,0.4,0.16,0.74,0.36,0.67,0.27,0.08,0.99,0.16,0.99,Medio,63.0,0,0.482
Financial Analyst,96706,9,PhD,0.79,1.16,0.53,Medium,0.87,0.29,0.47,0.62,0.41,0.43,0.33,0.56,0.85,0.2,Medio,53.0,0,0.503
Graphic Designer,95780,10,Master's,0.28,0.63,0.34,Medium,0.6,0.52,0.25,0.47,0.49,0.2,0.65,0.78,0.79,0.6,Medio,34.0,0,0.535
Software Engineer,78899,11,Master's,0.06,0.79,0.34,Medium,0.96,0.14,0.15,0.89,0.94,0.77,0.01,0.0,0.38,0.14,Medio,34.0,0,0.438
Chef,92559,28,High School,0.46,1.44,0.43,Medium,0.66,0.65,0.25,0.65,0.21,0.12,0.7,0.11,1.0,0.18,Medio,43.0,0,0.453
Security Guard,140168,1,PhD,0.41,0.63,0.71,High,0.62,0.81,0.84,0.48,0.78,0.67,0.72,0.49,0.63,0.81,Alto,71.0,1,0.685
Software Engineer,143857,28,High School,0.81,1.09,0.37,Medium,0.02,0.36,0.55,0.84,0.13,0.8,0.86,0.15,0.85,0.99,Medio,37.0,0,0.555
Customer Support,37189,13,High School,0.78,1.49,0.85,High,0.31,0.84,0.61,0.58,0.25,0.76,0.08,0.92,0.33,0.13,Alto,85.0,1,0.481
Mechanic,91158,13,High School,0.73,0.82,0.57,Medium,0.56,0.34,0.13,0.09,0.83,0.92,0.65,0.1,0.4,0.73,Medio,57.0,0,0.475
Construction Worker,52394,13,PhD,0.12,0.5,0.88,High,0.36,0.25,0.01,0.54,0.85,0.96,0.57,0.51,0.09,0.55,Alto,88.0,1,0.469
Nurse,50245,1,Bachelor's,0.61,0.89,0.11,Low,0.09,0.31,0.1,0.18,0.99,0.44,0.53,0.87,1.0,0.58,Bajo,11.0,0,0.509
Graphic Designer,48624,25,High School,0.48,0.82,0.5,Medium,0.86,0.59,0.69,0.36,0.74,0.67,0.12,0.57,0.26,0.8,Medio,50.0,0,0.566
AI Engineer,46626,21,PhD,0.99,0.59,0.25,Low,0.67,0.77,0.31,0.49,0.8,0.23,0.23,0.55,0.52,0.28,Bajo,25.0,0,0.485
Teacher,74950,10,Bachelor's,0.28,1.27,0.21,Low,0.83,0.98,0.47,0.07,0.05,0.3,0.93,0.52,0.27,0.4,Bajo,21.0,0,0.482
Construction Worker,130211,5,Bachelor's,0.65,0.65,0.94,High,0.54,0.14,0.89,0.07,0.91,1.0,0.7,0.77,0.34,0.94,Alto,94.0,1,0.63
Chef,117460,13,High School,0.73,1.42,0.69,Medium,0.83,0.3,0.97,0.63,0.93,0.68,0.31,0.37,0.55,0.79,Alto,69.0,0,0.636
Truck Driver,115489,27,Master's,0.58,0.85,0.9,High,0.47,0.08,0.17,0.06,0.5,0.11,0.11,0.94,0.87,0.45,Alto,90.0,1,0.376
Software Engineer,143880,18,Master's,0.0,1.11,0.55,Medium,0.46,0.4,0.46,0.41,0.73,0.14,0.2,0.18,0.26,0.53,Medio,55.0,0,0.377
Security Guard,41569,5,High School,0.87,0.8,0.74,High,0.68,0.04,0.62,0.7,0.21,0.04,0.36,0.1,0.12,0.25,Alto,74.0,1,0.312
UX Researcher,147027,17,Bachelor's,0.53,1.18,0.54,Medium,0.15,0.17,0.88,0.56,0.87,0.37,0.61,0.52,0.32,0.47,Medio,54.0,0,0.492
Customer Support,111384,3,Master's,0.2,0.82,0.9,High,0.92,0.36,0.31,0.2,0.68,0.32,0.99,0.33,0.39,0.6,Alto,90.0,1,0.51
Graphic Designer,107463,21,PhD,0.47,0.92,0.7,Medium,0.01,0.9,0.15,0.79,0.62,0.34,0.87,0.01,0.23,0.57,Alto,70.0,0,0.449
Mechanic,74148,14,PhD,0.61,0.52,0.35,Medium,0.13,0.19,0.46,0.75,0.91,0.84,0.2,0.44,0.2,0.26,Medio,35.0,0,0.438
Retail Worker,59793,28,PhD,0.07,0.72,0.93,High,0.47,0.45,0.01,0.25,0.87,0.16,0.42,0.01,0.48,0.02,Alto,93.0,1,0.314
Marketing Manager,102095,4,Master's,0.6,1.26,0.51,Medium,0.23,0.67,0.08,0.44,0.16,0.18,0.2,0.39,0.05,0.4,Medio,51.0,0,0.28
Doctor,112508,28,Master's,0.48,0.88,0.26,Low,0.15,0.51,0.06,0.07,0.57,0.57,0.88,0.56,0.96,0.05,Bajo,26.0,0,0.438
Software Engineer,97598,6,High School,0.04,0.69,0.52,Medium,0.65,0.05,0.95,0.84,0.3,0.08,0.17,0.13,0.12,0.52,Medio,52.0,0,0.381
HR Specialist,98472,22,Bachelor's,0.99,1.18,0.68,Medium,0.14,0.38,0.55,0.08,0.0,0.67,0.64,0.41,0.49,0.42,Alto,68.0,0,0.378
Financial Analyst,108291,27,PhD,0.34,0.68,0.34,Medium,0.96,0.6,0.73,0.32,0.39,0.24,0.1,0.18,0.8,0.68,Medio,34.0,0,0.5
HR Specialist,130342,12,Bachelor's,0.48,1.42,0.33,Medium,0.28,0.35,0.78,0.99,0.24,0.87,0.83,0.22,0.4,0.41,Bajo,33.0,0,0.537
Teacher,73894,21,Bachelor's,0.18,1.3,0.13,Low,0.73,0.42,0.58,0.83,0.8,0.87,0.06,0.69,0.14,0.42,Bajo,13.0,0,0.554
Chef,49023,5,Master's,0.4,1.02,0.7,Medium,0.14,0.68,0.4,0.13,0.16,0.95,0.88,0.91,0.99,0.21,Alto,70.0,0,0.545
AI Engineer,34758,18,PhD,0.67,0.98,0.15,Low,0.36,0.59,0.58,0.16,0.47,0.55,0.57,0.21,0.74,0.03,Bajo,15.0,0,0.426
Customer Support,47065,6,Bachelor's,0.78,1.06,0.77,High,0.69,0.57,0.8,0.74,0.61,0.49,0.13,0.26,0.42,0.6,Alto,77.0,1,0.531
